record_id,source,job_id,title,company,company_url,location,work_from_home,salary,salary_disclosed,employment_type,work_type,job_level,ee_status,posted_raw,posted_date,expires,reference,description,description_length,has_description,url,search_scope,scraped_date,description_source,salary_detail_from_page,desired_skills
CJ-0051,CareerJunction,2642945,Code 10 drivers,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,Durban (Durban CBD),No,R Undisclosed,No,Contract,,Senior,,11 Aug 2026,2026-08-11,in 7 days,PRS000395,"A contract driving role requiring a valid Code 10 licence with PDP, minimum 5 years' driving experience, and residence in the Phoenix, Durban North or Umhlanga area. Shift work required; candidates need a clear criminal record and traceable references.",252,Yes,https://www.careerjunction.co.za/code-10-drivers-job-2642945.aspx,Jobs in kwazulu-natal,2026-08-16,"job page (summarised, URL verified)",,
CJ-0052,CareerJunction,2642946,creditors & debtors clerks,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,Durban (Durban CBD),No,R Undisclosed,No,Contract,,Intermediate,,10 Aug 2026,2026-08-10,in 7 days,PRS000396,"An accounts payable role processing supplier invoices, reconciling supplier statements, preparing payments, resolving supplier queries, maintaining creditor records, and assisting with month-end. Needs Matric plus 2–3 years' creditors clerk or similar accounts payable experience; a finance-related qualification is advantageous.",329,Yes,https://www.careerjunction.co.za/creditors-%26amp-debtors-clerks-job-2642946.aspx,Jobs in kwazulu-natal,2026-08-16,"job page (summarised, URL verified)",,
CJ-0053,CareerJunction,2642948,warehouse supervisor,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,Durban (Durban CBD),No,R Undisclosed,No,Contract,,Intermediate,,11 Aug 2026,2026-08-11,in 7 days,PRS000397,"A supervisory warehouse role requiring proven warehouse supervisory/management experience with essential container-storage experience, plus Matric, own transport, and willingness to work shifts. Emphasis on mature, dependable leadership able to manage a fast-paced, pressured warehouse floor.",292,Yes,https://www.careerjunction.co.za/warehouse-supervisor-job-2642948.aspx,Jobs in kwazulu-natal,2026-08-16,"job page (summarised, URL verified)",,
CJ-0054,CareerJunction,2642953,Bookkeeper - Ballito at Ntice Sourcing Solutions (Pty) Ltd.,NTICE SOURCING SOLUTIONS (PTY) LTD.,https://www.careerjunction.co.za/companies/33092/ntice-sourcing-solutions-pty-ltd,Ballito,No,R Undisclosed,No,Permanent,,Junior,,11 Aug 2026,2026-08-11,in 11 days,69534,"A full bookkeeping role reporting to the Finance Manager (office-based, 08:00–17:00 Mon-Fri) — capturing financial records, processing AP/AR, bank reconciliations, invoicing/collections, month-end and year-end support, financial reporting, and audit assistance. Needs a Diploma/Certificate in Accounting or Finance, 3–5 years' bookkeeping/accounting experience, strong Excel skills, and accounting software proficiency (Zoho Books advantageous).",445,Yes,https://www.careerjunction.co.za/bookkeeper-ballito-at-ntice-sourcing-solutions-pty-ltd-job-2642953.aspx,Jobs in kwazulu-natal,2026-08-16,"job page (summarised, URL verified)",,
CJ-0055,CareerJunction,2642954,National Technical Manager,Network Contracting Solutions,https://www.careerjunction.co.za/companies/31530/network-contracting-solutions,KwaZulu-Natal,No,R30 - R50 per month,Yes,Contract,,Management,,11 Aug 2026,2026-08-11,in 6 days,NCM003255,"A senior technical leadership role for a feed-milling/agricultural manufacturer, overseeing technical strategy across multiple KZN facilities — product quality, manufacturing excellence, batching/process control, regulatory compliance, and cross-functional partnership with Operations, Production, Quality, Procurement and R&D. Reports to the Managing Director; also covers quality-issue investigations, KPI monitoring, and technical-team mentoring. Needs a BSc in Animal Science, Agricultural Science, Engineering or related field (postgrad advantageous), 8+ years in senior technical leadership within manufacturing, and proven feed milling/process manufacturing experience.",676,Yes,https://www.careerjunction.co.za/national-technical-manager-job-2642954.aspx,Jobs in kwazulu-natal,2026-08-16,"job page (summarised, URL verified)",,
CJ-0056,CareerJunction,2642955,Casheir (Chatsworth),Quest,https://www.careerjunction.co.za/companies/22923/quest,Chatsworth (Chatsworths Town Centre),No,R0.00 - R36.00 per hour,Yes,Contract,,Intermediate,,11 Aug 2026,2026-08-11,in 11 days,#CashChats213,"An immediate-start retail cashier role in Chatsworth, Durban. Needs Matric, 1–2 years' prior cashier experience, residence in Chatsworth, a clear criminal record, and good communication/customer-service skills. Immediate availability required.",243,Yes,https://www.careerjunction.co.za/casheir-chatsworth-job-2642955.aspx,Jobs in kwazulu-natal,2026-08-16,"job page (summarised, URL verified)",,
CJ-0057,CareerJunction,2642965,Mechanical Draughtsman,Hire Resolve,https://www.careerjunction.co.za/companies/24781/hire-resolve,Durban (Durban CBD),No,"R29,200 - R41,700 per month",Yes,Permanent,,Specialist,,11 Aug 2026,2026-08-11,in 8 days,195460,"A permanent draughting role specialising in wet services, requiring 2+ years' mechanical draughting experience and a certificate in Revit MEP 2013 or higher. Recruiter notes a highly competitive, experience-based salary.",220,Yes,https://www.careerjunction.co.za/mechanical-draughtsman-job-2642965.aspx,Jobs in kwazulu-natal,2026-08-16,"job page (summarised, URL verified)",,
CJ-0058,CareerJunction,2642968,Mechanical Fitter Assistant,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,Durban (Durban CBD),No,R Undisclosed,No,Contract,,Intermediate,,11 Aug 2026,2026-08-11,in 7 days,PRS000398,"A petrochemical/chemical-industry fitter assistant role needing 5+ years' relevant experience, ability to work in confined spaces, a good grasp of mechanical maintenance and workshop safety, and a clear criminal record. Forklift licence advantageous.",250,Yes,https://www.careerjunction.co.za/mechanical-fitter-assistant-job-2642968.aspx,Jobs in kwazulu-natal,2026-08-16,"job page (summarised, URL verified)",,
CJ-0059,CareerJunction,2642970,Accounts Executive at Ntice Sourcing Solutions (Pty) Ltd.,NTICE SOURCING SOLUTIONS (PTY) LTD.,https://www.careerjunction.co.za/companies/33092/ntice-sourcing-solutions-pty-ltd,Umhlanga Ridge,No,R Undisclosed,No,Permanent,,Management,,11 Aug 2026,2026-08-11,in 11 days,69600,"Despite the listing title, this is a Senior Account Manager role at a marketing/creative agency in Umhlanga — a newly created position managing a diverse client portfolio, leading meetings/presentations/strategy sessions, briefing internal creative/production/digital teams, monitoring project budgets and timelines, and mentoring junior staff, with occasional local/national travel. Needs a tertiary qualification in Marketing/Communications/Business, 7+ years in an advertising/branding/creative agency environment, and a valid driver's licence.",547,Yes,https://www.careerjunction.co.za/accounts-executive-at-ntice-sourcing-solutions-pty-ltd-job-2642970.aspx,Jobs in kwazulu-natal,2026-08-16,"job page (summarised, URL verified)",,
CJ-0060,CareerJunction,2642977,Trade Tested Mechanical Fitter,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,Durban (Durban CBD),No,R Undisclosed,No,Contract,,Senior,,10 Aug 2026,2026-08-10,in 7 days,PRS000399,"A trade-tested fitter role in the petrochemical/chemical sector, requiring an Olifantsfontein-preferred trade test, N3 Certificate in Mechanical Engineering, and 5+ years' petrochemical/chemical industry experience. Confined-space work involved; clear criminal record required.",277,Yes,https://www.careerjunction.co.za/trade-tested-mechanical-fitter-job-2642977.aspx,Jobs in kwazulu-natal,2026-08-16,"job page (summarised, URL verified)",,
CJ-0061,CareerJunction,2642981,Instrument Technician Assistant,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,Durban (Durban CBD),No,R Undisclosed,No,Contract,,Intermediate,,10 Aug 2026,2026-08-10,in 7 days,PRS000400,"An entry-level instrumentation support role in the petrochemical/chemical industry, requiring Matric, apprenticeship or learnership experience in instrumentation, and good teamwork/communication skills.",202,Yes,https://www.careerjunction.co.za/instrument-technician-assistant-job-2642981.aspx,Jobs in kwazulu-natal,2026-08-16,"job page (summarised, URL verified)",,
CJ-0062,CareerJunction,2642983,Instrument Technician,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,Durban (Durban CBD),No,R Undisclosed,No,Contract,,Senior,,10 Aug 2026,2026-08-10,in 6 days,PRS000401,"A senior trade-tested instrumentation role for the petrochemical/chemical sector, requiring recognised trade papers (Olifantsfontein preferred), a minimum N4 Certificate in Instrumentation, and 10+ years' relevant industry experience.",234,Yes,https://www.careerjunction.co.za/instrument-technician-job-2642983.aspx,Jobs in kwazulu-natal,2026-08-16,"job page (summarised, URL verified)",,
CJ-0063,CareerJunction,2642987,Safety Officer,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,Durban (Durban CBD),No,R Undisclosed,No,Contract,,Intermediate,,11 Aug 2026,2026-08-11,in 7 days,PRS000402,"A safety officer role for the petrochemical/chemical sector requiring a NOSA qualification, valid Basic Rigging certification, and 5+ years' industry experience. Clear criminal record required.",193,Yes,https://www.careerjunction.co.za/safety-officer-job-2642987.aspx,Jobs in kwazulu-natal,2026-08-16,"job page (summarised, URL verified)",,
CJ-0064,CareerJunction,2642990,confined space/vessel entry Monitor,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,Durban (Durban CBD),No,R Undisclosed,No,Contract,,Intermediate,,11 Aug 2026,2026-08-11,in 7 days,PRS000403,"A safety-monitoring role for confined space/vessel entry work in the petrochemical/chemical industry, requiring a valid Confined Space Training Certificate, 2+ years' relevant industry experience, and solid English communication skills.",236,Yes,https://www.careerjunction.co.za/confined-space-vessel-entry-monitor-job-2642990.aspx,Jobs in kwazulu-natal,2026-08-16,"job page (summarised, URL verified)",,
CJ-0065,CareerJunction,2642991,General Labourers,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,Durban (Durban CBD),No,R Undisclosed,No,Contract,,Intermediate,,10 Aug 2026,2026-08-10,in 8 days,PRS000404,"A physically demanding labour role for an industrial site, requiring candidates who are medically fit for hard manual labour, comfortable in confined spaces (prior confined-space experience advantageous), and hold a clear criminal record.",238,Yes,https://www.careerjunction.co.za/general-labourers-job-2642991.aspx,Jobs in kwazulu-natal,2026-08-16,"job page (summarised, URL verified)",,
CJ-0066,CareerJunction,2642995,Branch Manager,The Recruitment Pig,https://www.careerjunction.co.za/companies/37518/the-recruitment-pig,KwaZulu-Natal,No,"R20,000 - R35,000 per month",Yes,Permanent,,Intermediate,,10 Aug 2026,2026-08-10,in 3 days,JHB000216,"A branch/salon manager role for an established Ballito beauty salon chain, overseeing daily operations, guiding beauty therapists, running daily operational checklists, managing skincare/nail product inventory, and handling client bookings. Needs a qualification in Somatology, Dermatology or a related beauty field, prior team-leadership or salon-management experience, and training in skincare, waxing, manicures and pedicures preferred.",439,Yes,https://www.careerjunction.co.za/branch-manager-job-2642995.aspx,Jobs in kwazulu-natal,2026-08-16,"job page (summarised, URL verified)",,
CJ-0067,CareerJunction,2643044,Microsoft PowerBI Developer,Hire Resolve,https://www.careerjunction.co.za/companies/24781/hire-resolve,Johannesburg,Yes,"R29,200 - R37,500 per month",Yes,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 14 days,195603,"A BI developer role for a technology consulting firm, building Power BI solutions across Power BI Desktop and Service, with advanced DAX, Power Query (M) and data-modeling work, complex SQL queries/stored procedures, ETL/data-warehousing concepts, and integrating multiple data sources. Needs a degree/diploma in IT, Computer Science, Data Analytics or related field, and 3+ years' Power BI development experience.",414,Yes,https://www.careerjunction.co.za/microsoft-powerbi-developer-job-2643044.aspx,Work from home; CareerJunction - work from home,2026-08-16,"job page (summarised, URL verified)",,
CJ-0068,CareerJunction,2643045,Blowmoulding Technician (Artisan),Hire Resolve,https://www.careerjunction.co.za/companies/24781/hire-resolve,Tulbagh,No,"R25,000 - R30,000 per month",Yes,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 14 days,195606,"A blow-moulding machine technician role for a beverage manufacturer's PET bottle production line — operating, maintaining, and troubleshooting blow moulding equipment (mechanical, electrical, pneumatic, hydraulic faults), assisting with mould changes and commissioning, minor PLC/drive/sensor adjustments, and quality/documentation compliance. Needs a technical qualification (N4, trade test or equivalent) in Mechanical, Electrical or Plastics Engineering, proven blow moulding experience, and willingness to work rotating shifts including weekends and public holidays. Salary negotiable.",589,Yes,https://www.careerjunction.co.za/blowmoulding-technician-artisan-job-2643045.aspx,Jobs in western cape,2026-08-16,"job page (summarised, URL verified)",,
CJ-0069,CareerJunction,2643046,Logistics Manager at Ntice Sourcing Solutions (Pty) Ltd.,NTICE SOURCING SOLUTIONS (PTY) LTD.,https://www.careerjunction.co.za/companies/33092/ntice-sourcing-solutions-pty-ltd,Eastern Cape,No,R Undisclosed,No,Permanent,,Management,,13 Aug 2026,2026-08-13,in 14 days,69666,"A leading FMCG Manufacturing company is seeking an experienced and results-driven Logistics Manager to join its team. Reporting to the Commercial Executive, the successful candidate will be responsible for leading and optimising all logistics and supply chain operations to ensure efficient, cost-effective, and customer-focused service delivery. Key Responsibilities: Plan, manage, and continuously improve logistics operations while collaborating with internal stakeholders, suppliers, transport providers, and customers. Develop and implement logistics strategies, policies, and best practices to enhance operational efficiency and financial performance. Deliver effective solutions to logistics challenges while maintaining high service levels within budget. Monitor inventory levels, stock movements, transport costs, delivery schedules, and overall logistics performance. Ensure inventory accuracy and oversee stock control processes through effective management of the logistics team. Manage production planning to ensure alignment with customer demand and operational requirements. Coordinate raw material procurement to support uninterrupted production. Monitor and manage slow-moving and obsolete inventory, implementing corrective actions where necessary. Identify and implement cost-saving initiatives by improving processes and eliminating waste. Analyse logistics data and trends to drive continuous improvement in customer service, operational performance, and cost optimisation. Ensure compliance with Health, Safety, and Environmental (HSE) standards and company policies. Minimum Requirements: A qualification in Logistics or Supply Chain Management is essential. A relevant tertiary degree will be advantageous. Minimum of five (5) years' experience in logistics, supply chain, or transportation within a manufacturing environment. Solid understanding of logistics planning, inventory management, procurement, and distribution processes. At least two (2) years' experience in a management or supervisory role. Previous experience within an FMCG manufacturing environment will be advantageous. Key Competencies: Strong leadership skills with the ability to motivate, develop, and manage high-performing teams. Excellent communication and relationship-building skills. Strong negotiation and influencing abilities. Customer-focused with a commitment to service excellence. Analytical thinker with strong problem-solving capabilities. Excellent planning, organisational, and coordination skills. High attention to detail and the ability to work effectively under pressure.",2588,Yes,https://www.careerjunction.co.za/logistics-manager-at-ntice-sourcing-solutions-pty-ltd-job-2643046.aspx,Jobs in eastern cape,2026-08-16,job page (full text),,Logistics; FMCG; Management
CJ-0070,CareerJunction,2643047,Component Engineer,Rosstone Consulting,https://www.careerjunction.co.za/companies/37912/rosstone-consulting,Kariega,No,"R25,000 - R45,000 per month",Yes,Contract,,Specialist,,13 Aug 2026,2026-08-13,in 14 days,CPM270726,"About the Opportunity: The release of vehicle body components via engineering processes and systems. The resolution of design related problems on all locally manufactured platforms. Keep accurate record of part level and software built in production (Bill of Material). Co-ordination of testing and release of components & systems. Initiate and drive cost savings on components into production. Good problem solving and communication skills and have to function well within a group environment. German or Portuguese communication skills will be an advantage. Essential: Technical National Diploma or Degree. 5 years experience in Supplier/Quality/ Engineering of automotive components (Development /Improvements / Problem solving). Initiative, be a self-starter with the ability to work independently and as part of a team. Excellent communication skills to all levels. Willingness to travel and learn German & Portuguese language. Ability to quickly learn and understand complex components/systems/networks. Good technical problem solving ability. Computer literate (Microsoft Office tools). Knowledge in various plastic/rubber forming technologies required. Preferred: Mechatronics/Mechanical Engineering qualification or equivalent multi-discipline. Knowledge of automotive components assemblies i.e. front ends, etc. Problem solving experience related to production and supplier challenges. Component development experience would be advantageous. German language knowledge.",1477,Yes,https://www.careerjunction.co.za/component-engineer-job-2643047.aspx,Jobs in eastern cape,2026-08-16,job page (full text),,Component development; Plastic/rubber forming technologies; Automotive components; Mechatronics/Mechanical Engineering; Problem solving experience; Understand complex components; Bill of Material
CJ-0071,CareerJunction,2643048,SAP Data Volume Management (DVM) Administrator at Datonomy Solutions,Datonomy Solutions (Cape Town),https://www.careerjunction.co.za/companies/31023/datonomy-solutions-cape-town,Cape Town,No,R Undisclosed,No,Contract,,Specialist,,13 Aug 2026,2026-08-13,in 8 days,854,"A specialist SAP technical role for a large enterprise retail environment, owning the end-to-end SAP data archiving lifecycle — configuring the SAP Archive Development Kit (ADK), creating and maintaining archiving objects and information structures, scheduling/monitoring archive jobs, and analysing database/table growth against business processes. Also supports SAP upgrade testing and new storage migrations. Needs 5+ years' SAP experience (SAP ERP essential; SAP BW/CAR highly advantageous), a relevant SAP certification or 3–5 years' SAP Retail Support experience, and strong understanding of SAP system landscapes, IDocs, and integration.",644,Yes,https://www.careerjunction.co.za/sap-data-volume-management-dvm-administrator-at-datonomy-solutions-job-2643048.aspx,Jobs in western cape,2026-08-16,"job page (summarised, URL verified)",,
CJ-0072,CareerJunction,2643054,Senior Integration & Streaming Engineer at Sabenza IT & Recruitment,DCV Sabenza IT and Recruitment,https://www.careerjunction.co.za/companies/32616/dcv-sabenza-it-and-recruitment,Pretoria,Yes,R1.00 - R2.00 per hour,Placeholder,Contract,,Senior,,14 Aug 2026,2026-08-14,in 10 days,878000022231501,"A senior role architecting real-time, event-driven integration platforms using Apache Kafka, Python, Java and cloud-native tooling, covering REST/webhook integrations, Kafka Connect, schema registry (Avro/Protobuf), ETL/ELT and streaming pipeline development, within Agile/DevOps delivery. Needs 6–10 years in Integration/Streaming/Data/Backend Engineering, proven production Kafka experience, and a relevant Computer Science/IT degree; cloud, Kafka, and Agile certifications are a plus.",487,Yes,https://www.careerjunction.co.za/senior-integration-%26amp-streaming-engineer-at-sabenza-it-%26-recruitment-job-2643054.aspx,Work from home; CareerJunction - work from home,2026-08-16,"job page (summarised, URL verified)",,
CJ-0073,CareerJunction,2643055,Marketing Assistant,Kelly,https://www.careerjunction.co.za/companies/36934/kelly,Cape Town,No,R Undisclosed,No,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 14 days,316397219984488,"A marketing support role for a busy commercial team — coordinating campaigns and promotions, preparing reports/presentations, maintaining marketing data, assisting with digital/social media activity, monitoring campaign performance, and liaising with suppliers. Needs Matric plus a Marketing/Business diploma or degree (digital marketing essential), 3+ years in a busy office-based role, own transport, strong MS Office skills, and a minimum 60% score on an Excel competency assessment.",486,Yes,https://www.careerjunction.co.za/marketing-assistant-job-2643055.aspx,Jobs in western cape,2026-08-16,"job page (summarised, URL verified)",,
CJ-0074,CareerJunction,2643056,Customer Service Administrator,Kelly,https://www.careerjunction.co.za/companies/36934/kelly,Cape Town,No,R Undisclosed,No,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 14 days,715085845376217,"A client-service/compliance administration role handling employer and employee queries, disputes, and inspections; processing pension, funeral, death, disability, medical aid and sick fund claims; capturing complaints and site-visit data; and issuing/following up compliance orders. Needs Matric, a Higher Certificate/Diploma/Degree in Finance, HR or Business Management, fluency in English and Afrikaans, and 1–2 years' customer service experience.",449,Yes,https://www.careerjunction.co.za/customer-service-administrator-job-2643056.aspx,Jobs in western cape,2026-08-16,"job page (summarised, URL verified)",,
CJ-0075,CareerJunction,2643058,Assistant Investment Portfolio Manager,The Talent Experts,https://www.careerjunction.co.za/companies/32956/the-talent-experts,George Central,No,R Undisclosed,No,Permanent,,Junior,,14 Aug 2026,2026-08-14,in 14 days,CDP,"An entry-level portfolio management role at a boutique investment firm in George, supporting senior Portfolio Managers with portfolio construction, rebalancing, trade execution, performance reporting and compliance monitoring across equities, fixed income, ETFs, unit trusts and alternatives, with structured mentoring toward a future PM role. Needs a completed degree in Finance, Investments or Economics, some trade-execution exposure, strong Excel/financial modelling skills, and progress toward CFA/CFP is advantageous. Fully office-based.",543,Yes,https://www.careerjunction.co.za/assistant-investment-portfolio-manager-job-2643058.aspx,Jobs in western cape,2026-08-16,"job page (summarised, URL verified)",,
CJ-0076,CareerJunction,2643062,E-commerce Growth Lead at Datonomy Solutions,Datonomy Solutions (Cape Town),https://www.careerjunction.co.za/companies/31023/datonomy-solutions-cape-town,Cape Town,No,"R70,000 - R95,000 per month",Yes,Contract,,Specialist,,14 Aug 2026,2026-08-14,in 8 days,855,"A growth experimentation lead running 3–5 funnel tests a week across CRM, paid media, product journeys and loyalty offers, using ICE/RICE prioritisation to manage an experiment backlog spanning acquisition, activation, conversion and retention. Works closely with a Growth Analyst plus CRM/Performance Marketing/Product teams, and reports weekly wins, failures and next steps. Needs 5+ years in growth/product growth/digital commerce roles, hands-on A/B and funnel testing experience, and exposure to tools like GA4, Amplitude, Optimizely or VWO.",546,Yes,https://www.careerjunction.co.za/e-commerce-growth-lead-at-datonomy-solutions-job-2643062.aspx,Jobs in western cape,2026-08-16,"job page (summarised, URL verified)",,
CJ-0077,CareerJunction,2643067,Financial Director,121 Talent,https://www.careerjunction.co.za/companies/27643/121-talent,Durban (Durban CBD),No,Undisclosed,No,Permanent,,Executive,,14 Aug 2026,2026-08-14,in 14 days,TAL3983,"An executive finance leadership role for a freight, maritime and bulk-handling logistics operator, reporting to the MD — owning budgets, financial strategy, BBBEE/transformation reporting, statutory and board reporting, finance-department management (including payroll and internal controls), and business development input on rates and cost-cutting. Needs Matric, a CA(SA) or equivalent qualification, 10+ years' relevant experience, and freight/logistics industry exposure is a distinct advantage.",499,Yes,https://www.careerjunction.co.za/financial-director-job-2643067.aspx,Jobs in kwazulu-natal,2026-08-16,"job page (summarised, URL verified)",,
CJ-0078,CareerJunction,2643068,Workplace (Endpoint) Support Engineer (Level 2) (CH1263),Capital H Staffing,https://www.careerjunction.co.za/companies/30732/capital-h-staffing,Plankenbrug,Yes,R Undisclosed,No,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 14 days,e5236d7e-4ec7-4,"An L2 modern-workplace support role for an international warehouse-automation/robotics group, resolving escalated end-user incidents across Windows/macOS/iOS/Android, Microsoft 365, Intune and Entra ID, mitigating Conditional Access issues, triaging Defender for Endpoint alerts, and maintaining knowledge articles/runbooks. Needs a bachelor's degree or equivalent, 3–5 years' relevant enterprise/consulting experience, strong M365/Entra/Windows 11 knowledge, and a valid passport with willingness to travel to Belgium for training. Fully remote from South Africa.",564,Yes,https://www.careerjunction.co.za/workplace-endpoint-support-engineer-level-2-ch1263-job-2643068.aspx,Jobs in western cape; Work from home; CareerJunction - work from home,2026-08-16,"job page (summarised, URL verified)",,
CJ-0079,CareerJunction,2643071,Systems Engineer (Core Infrastructure) (Level 2) (CH1264),Capital H Staffing,https://www.careerjunction.co.za/companies/30732/capital-h-staffing,Plankenbrug,Yes,R Undisclosed,No,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 14 days,0cd61014-3157-4,"A second-line infrastructure support role for the same international warehouse-automation group, administering Windows Server, Active Directory, virtualisation and backup solutions; resolving escalated infrastructure incidents; and supporting patching, monitoring and disaster recovery. Needs a relevant IT qualification, 3–5 years in systems administration/enterprise infrastructure, and Azure/PowerShell/Linux/Citrix exposure is advantageous. Fully remote from South Africa; requires a valid passport for occasional international training travel.",548,Yes,https://www.careerjunction.co.za/systems-engineer-core-infrastructure-level-2-ch1264-job-2643071.aspx,Jobs in western cape; Work from home; CareerJunction - work from home,2026-08-16,"job page (summarised, URL verified)",,
CJ-0080,CareerJunction,2643072,Lead .NET Developer at Datonomy Solutions,Datonomy Solutions (Cape Town),https://www.careerjunction.co.za/companies/31023/datonomy-solutions-cape-town,Cape Town,No,R Undisclosed,No,Contract,,Senior,,14 Aug 2026,2026-08-14,in 8 days,856,"A technical leadership role for a large SA retail technology environment, leading design and development of enterprise .NET/.NET Core applications, scalable APIs and microservices, mentoring developers, and driving code-review standards within Agile teams. Needs 8+ years' software development experience (5+ in .NET/.NET Core/.NET 8), strong C#/ASP.NET Core, SQL Server/EF Core, and Azure cloud development experience; Docker/Kubernetes, event-driven architecture, React/Angular and retail experience are advantageous.",519,Yes,https://www.careerjunction.co.za/lead-net-developer-at-datonomy-solutions-job-2643072.aspx,Jobs in western cape,2026-08-16,"job page (summarised, URL verified)",,
CJ-0081,CareerJunction,2643078,Engineering Technician - HVAC,Jordan HR,https://www.careerjunction.co.za/companies/27734/jordan-hr,Cape Town,No,R70 - R100 per month,Yes,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 14 days,JHB012621,"A senior HVAC design and maintenance role for a facilities management company, requiring a B Tech/S4/N6 in Mechanical/Refrigeration and Air-Conditioning Engineering (Electrical qualification and electrical trade test advantageous), Matric, a Code B driver's licence with frequent travel, and 10–15 years' HVAC design and maintenance experience.",344,Yes,https://www.careerjunction.co.za/engineering-technician-hvac-job-2643078.aspx,Jobs in western cape,2026-08-16,"job page (summarised, URL verified)",,
CJ-0082,CareerJunction,2643079,Distribution Supervisor (EE),Watershed Consulting,https://www.careerjunction.co.za/companies/25618/watershed-consulting,Montague Gardens,No,"R30,000 - R34,000 per month",Yes,Permanent,,Intermediate,EE,14 Aug 2026,2026-08-14,in 14 days,DS-BCT,"A distribution operations role leading local, export, branch and agent deliveries to an On-Time-In-Full (OTIF) standard — covering route planning and dispatch, fleet compliance, POD/system administration, 3PL/CHEP equipment control, inventory audits, team supervision, and daily/weekly/monthly operational reporting (fuel usage, truck utilisation, OTIF, picker errors). Needs Matric (tertiary logistics/supply chain qualification advantageous), 3–6 years' supervisory experience in manufacturing/logistics/distribution, and route-planning/3PL software experience.",563,Yes,https://www.careerjunction.co.za/distribution-supervisor-ee-job-2643079.aspx,Jobs in western cape,2026-08-16,"job page (summarised, URL verified)",,
CJ-0083,CareerJunction,2643081,Truck & LDV Workshop Manager - Logistics (KZN),Watershed Consulting,https://www.careerjunction.co.za/companies/25618/watershed-consulting,Pinetown,No,"R50,000 - R55,000 per month",Yes,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 14 days,WMPV,"A workshop management role overseeing full truck/LDV workshop operations — capacity planning, work-in-progress, staff and asset management, budgets, quality and safety compliance, SLA management, service-log maintenance, and running apprentice programmes. Needs Grade 12, a trade-tested Diesel Mechanic qualification, 7+ years' supervisory/management experience in a logistics workshop, strong knowledge of hydraulics/diesel engines/auto electrical systems, and a Code 10/14 driver's licence advantageous.",505,Yes,https://www.careerjunction.co.za/truck-%26amp-ldv-workshop-manager-logistics-kzn-job-2643081.aspx,Jobs in kwazulu-natal,2026-08-16,"job page (summarised, URL verified)",,
CJ-0084,CareerJunction,2643085,Warehouse Manager - Textiles,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 10 days,HQ001298,"A hands-on warehouse leadership role specifically requiring textile-warehouse experience — managing receiving, storage, picking, packing and dispatch of textile products, stock control/reconciliations, warehouse layout, KPI monitoring, and cross-department coordination with Production, Procurement and Sales. Needs Matric, a warehousing/logistics qualification advantageous, 5+ years as a Warehouse Manager with essential textile-industry experience, and WMS/ERP computer literacy.",482,Yes,https://www.careerjunction.co.za/warehouse-manager-textiles-job-2643085.aspx,Jobs in kwazulu-natal,2026-08-16,"job page (summarised, URL verified)",,
CJ-0085,CareerJunction,2643088,IT Support Specialist,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 10 days,HQ001299,"An IT support role acting as primary internal support for a Sage ERP (Sage 50) environment, alongside first/second-line helpdesk support, Active Directory/M365 user management, and month-end/year-end ERP processing support. Needs a Diploma/Degree in IT or Computer Science, 2–4 years in an IT Helpdesk/Desktop Support role, and hands-on Sage ERP support/administration experience is essential; basic accounting knowledge and Crystal Reports experience are advantageous.",469,Yes,https://www.careerjunction.co.za/it-support-specialist-job-2643088.aspx,Jobs in kwazulu-natal,2026-08-16,"job page (summarised, URL verified)",,
